venue_id,venue_name,category,area,listing_url,website,phone,badge_url,email_template
"jomtien-dive-center","Jomtien Dive Center","watersports","Jomtien Beach","https://pattaya-gym.com/gyms/jomtien-dive-center/","https://jomtiendivecenter.com/","+66 33 144 007","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Jomtien Dive Center

Hi Jomtien Dive Center team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/jomtien-dive-center/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"kba-kiteboarding-pattaya","KBA Kiteboarding Asia Pattaya (Blue Lagoon)","watersports","Na Jomtien / Sattahip — Blue Lagoon","https://pattaya-gym.com/gyms/kba-kiteboarding-pattaya/","https://kiteboardingasia.com/pattaya/","+66 85 134 9588","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — KBA Kiteboarding Asia Pattaya (Blue Lagoon)

Hi KBA Kiteboarding Asia Pattaya (Blue Lagoon) team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/kba-kiteboarding-pattaya/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"khao-kheow-country-club","Khao Kheow Country Club","golf","Bang Phra / Si Racha (between Bangkok and Pattaya)","https://pattaya-gym.com/gyms/khao-kheow-country-club/","https://www.khaokheowgolf.com/","+66 38 318 000","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Khao Kheow Country Club

Hi Khao Kheow Country Club team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/khao-kheow-country-club/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"kombat-group-thailand","Kombat Group Thailand","muay-thai","Huai Yai / East Pattaya (rural, near Chak Nok Lake)","https://pattaya-gym.com/gyms/kombat-group-thailand/","https://www.kombatgroup.com/","+66 81 099 9333","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Kombat Group Thailand

Hi Kombat Group Thailand team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/kombat-group-thailand/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"laem-chabang-international","Laem Chabang International Country Club","golf","Sriracha (30 min from Pattaya)","https://pattaya-gym.com/gyms/laem-chabang-international/","https://www.laemchabanggolf.com/","+66 82 222 3031","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Laem Chabang International Country Club

Hi Laem Chabang International Country Club team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/laem-chabang-international/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"lumpinee-boxing-stadium","Lumpinee Boxing Stadium (Bangkok day-trip)","muay-thai","Bangkok — Ramintra Road (1.5–2 hrs from Pattaya)","https://pattaya-gym.com/gyms/lumpinee-boxing-stadium/","https://lumpineestadium.com/","+66 80 045 9541","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Lumpinee Boxing Stadium (Bangkok day-trip)

Hi Lumpinee Boxing Stadium (Bangkok day-trip) team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/lumpinee-boxing-stadium/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"manhattan-pattaya-fitness","Manhattan Pattaya (Hotel Gym)","fitness","Pratamnak / Central Pattaya","https://pattaya-gym.com/gyms/manhattan-pattaya-fitness/","https://manhattanpattaya.com/facilities/gym/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Manhattan Pattaya (Hotel Gym)

Hi Manhattan Pattaya (Hotel Gym) team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/manhattan-pattaya-fitness/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"manta-kids-pattaya","Manta Kids Pattaya (IG Center)","swimming","Huayyai / East Pattaya","https://pattaya-gym.com/gyms/manta-kids-pattaya/","https://www.igcenter-pattaya.com/en/manta-kids-pattaya-en/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Manta Kids Pattaya (IG Center)

Hi Manta Kids Pattaya (IG Center) team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/manta-kids-pattaya/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"max-muay-thai-stadium","MAX Muay Thai Stadium Pattaya","muay-thai","Sukhumvit Road — next to King Power Pattaya","https://pattaya-gym.com/gyms/max-muay-thai-stadium/","https://www.muaythaistadium.com/max-pattaya","+66 80 471 6008","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — MAX Muay Thai Stadium Pattaya

Hi MAX Muay Thai Stadium Pattaya team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/max-muay-thai-stadium/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"mermaids-dive","Mermaid's Dive Center","watersports","Jomtien (Soi White House) + Pattaya Beach Road + Bangkok (Amarin Plaza)","https://pattaya-gym.com/gyms/mermaids-dive/","https://www.mermaidsdivecenter.com/","+66 38 303 333","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Mermaid's Dive Center

Hi Mermaid's Dive Center team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/mermaids-dive/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"movenpick-siam-pattaya","Mövenpick Siam Hotel Na Jomtien Pattaya","fitness","Na Jomtien","https://pattaya-gym.com/gyms/movenpick-siam-pattaya/","https://www.movenpickpattayanajomtien.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Mövenpick Siam Hotel Na Jomtien Pattaya

Hi Mövenpick Siam Hotel Na Jomtien Pattaya team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/movenpick-siam-pattaya/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"muscle-factory-pattaya","Muscle Factory Pattaya","fitness","Pratamnak Hill","https://pattaya-gym.com/gyms/muscle-factory-pattaya/","https://mfbkk.com/","+66 83 695 9196","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Muscle Factory Pattaya

Hi Muscle Factory Pattaya team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/muscle-factory-pattaya/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"no-limit-divers","No Limit Divers","watersports","Pattaya / Jomtien","https://pattaya-gym.com/gyms/no-limit-divers/","https://nolimitdive.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — No Limit Divers

Hi No Limit Divers team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/no-limit-divers/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"nongnooch-cultural-show","Nong Nooch Tropical Garden — Thai Cultural & Muay Thai Show","clubs","Na Chom Thian / Sattahip — 20 km south of Pattaya","https://pattaya-gym.com/gyms/nongnooch-cultural-show/","https://www.nongnoochpattaya.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Nong Nooch Tropical Garden — Thai Cultural & Muay Thai Show

Hi Nong Nooch Tropical Garden — Thai Cultural & Muay Thai Show team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/nongnooch-cultural-show/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"ocean-marina-jomtien","Ocean Marina Jomtien — Southeast Asia's Largest Marina","watersports","Na Jomtien / Sattahip","https://pattaya-gym.com/gyms/ocean-marina-jomtien/","https://www.oceanmarinajomtien.com/","+66 38 255 888","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Ocean Marina Jomtien — Southeast Asia's Largest Marina

Hi Ocean Marina Jomtien — Southeast Asia's Largest Marina team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/ocean-marina-jomtien/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"pattana-sports-resort","Pattana Golf Club & Resort (Pattana Sports Resort)","golf","Si Racha (40 km north of Pattaya, 90 min from Bangkok)","https://pattaya-gym.com/gyms/pattana-sports-resort/","https://pattana.co.th/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Pattana Golf Club & Resort (Pattana Sports Resort)

Hi Pattana Golf Club & Resort (Pattana Sports Resort) team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/pattana-sports-resort/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"pattaya-archery-club","Pattaya Archery Club","clubs","Pattaya","https://pattaya-gym.com/gyms/pattaya-archery-club/","https://www.pattayaarcheryclub.com/","+66 90 986 7955","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Pattaya Archery Club

Hi Pattaya Archery Club team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/pattaya-archery-club/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"pattaya-bike-boat-tours","Pattaya Bike and Boat Tours","adventure","Naklua / North Pattaya","https://pattaya-gym.com/gyms/pattaya-bike-boat-tours/","https://www.pattayabikeandboattours.com/","+66 81 000 2433","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Pattaya Bike and Boat Tours

Hi Pattaya Bike and Boat Tours team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/pattaya-bike-boat-tours/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"pattaya-cricket-club","Pattaya Cricket Club","clubs","Pattaya — home ground varies","https://pattaya-gym.com/gyms/pattaya-cricket-club/","https://www.pattayacricketclub.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Pattaya Cricket Club

Hi Pattaya Cricket Club team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/pattaya-cricket-club/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"pattaya-dive-centre","Pattaya Dive Centre","watersports","Pattaya Beach Road (between Soi 10 and Soi 11)","https://pattaya-gym.com/gyms/pattaya-dive-centre/","https://www.divecentrepattaya.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Pattaya Dive Centre

Hi Pattaya Dive Centre team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/pattaya-dive-centre/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"pattaya-floating-market","Pattaya Floating Market — Muay Talay & Cultural Activities","clubs","Sukhumvit Road / South Pattaya","https://pattaya-gym.com/gyms/pattaya-floating-market/","https://floatingmarketpattaya.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Pattaya Floating Market — Muay Talay & Cultural Activities

Hi Pattaya Floating Market — Muay Talay & Cultural Activities team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/pattaya-floating-market/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"pattaya-hash-house","Pattaya Hash House Harriers","clubs","Pattaya / East Pattaya / various run locations","https://pattaya-gym.com/gyms/pattaya-hash-house/","https://www.pattayah3.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Pattaya Hash House Harriers

Hi Pattaya Hash House Harriers team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/pattaya-hash-house/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"pattaya-kart-speedway","Pattaya Kart Speedway","adventure","Thepprasit Road Soi 9","https://pattaya-gym.com/gyms/pattaya-kart-speedway/","https://pattayakart.com/en/home/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Pattaya Kart Speedway

Hi Pattaya Kart Speedway team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/pattaya-kart-speedway/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"pattaya-marathon","Pattaya Marathon (Amazing Thailand Pattaya Marathon)","clubs","Pattaya Beach (full marathon route along the bay)","https://pattaya-gym.com/gyms/pattaya-marathon/","https://www.pattayamarathon.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Pattaya Marathon (Amazing Thailand Pattaya Marathon)

Hi Pattaya Marathon (Amazing Thailand Pattaya Marathon) team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/pattaya-marathon/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"pattaya-marriott-resort","Pattaya Marriott Resort and Spa","fitness","Na Jomtien","https://pattaya-gym.com/gyms/pattaya-marriott-resort/","https://www.marriott.com/en-us/hotels/utpjb-pattaya-marriott-resort-and-spa/overview/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Pattaya Marriott Resort and Spa

Hi Pattaya Marriott Resort and Spa team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/pattaya-marriott-resort/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"pattaya-monkey-hash-house","Pattaya Monkey Hash House Harriers","clubs","Various (run starting points across Pattaya region)","https://pattaya-gym.com/gyms/pattaya-monkey-hash-house/","https://pattayamonkeyh3.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Pattaya Monkey Hash House Harriers

Hi Pattaya Monkey Hash House Harriers team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/pattaya-monkey-hash-house/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"pattaya-padel-club","Pattaya Padel Club (Mabprachan Lake)","racquet","Mabprachan Lake / East Pattaya","https://pattaya-gym.com/gyms/pattaya-padel-club/","https://pattayapadelclub.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Pattaya Padel Club (Mabprachan Lake)

Hi Pattaya Padel Club (Mabprachan Lake) team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/pattaya-padel-club/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"pattaya-panthers-rugby","Pattaya Panthers Rugby Football Club","clubs","Pattaya","https://pattaya-gym.com/gyms/pattaya-panthers-rugby/","https://pattayapanthers.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Pattaya Panthers Rugby Football Club

Hi Pattaya Panthers Rugby Football Club team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/pattaya-panthers-rugby/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"pattaya-park-water-fun","Pattaya Park Water & Fun Park (with Tower Jump)","adventure","South Pattaya / Jomtien border — Soi 12 Thappraya Rd","https://pattaya-gym.com/gyms/pattaya-park-water-fun/","https://www.pattayapark.com/","+66 38 251 201","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Pattaya Park Water & Fun Park (with Tower Jump)

Hi Pattaya Park Water & Fun Park (with Tower Jump) team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/pattaya-park-water-fun/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"pattaya-scuba-adventures","Pattaya Scuba Adventures","watersports","Pattaya / boat operations from Bali Hai Pier","https://pattaya-gym.com/gyms/pattaya-scuba-adventures/","https://www.pattaya-scuba-adventures.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Pattaya Scuba Adventures

Hi Pattaya Scuba Adventures team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/pattaya-scuba-adventures/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"pattaya-sky-ride-helicopter","Pattaya Sky Ride — Helicopter Tours & Bangkok-Pattaya Charter","adventure","Pattaya — landing pads at Royal Cliff Beach + various","https://pattaya-gym.com/gyms/pattaya-sky-ride-helicopter/","https://www.pattayaskyride.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Pattaya Sky Ride — Helicopter Tours & Bangkok-Pattaya Charter

Hi Pattaya Sky Ride — Helicopter Tours & Bangkok-Pattaya Charter team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/pattaya-sky-ride-helicopter/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"pattaya-sports-club","Pattaya Sports Club","clubs","Central Pattaya","https://pattaya-gym.com/gyms/pattaya-sports-club/","https://pattayasports.org/","+66 38 415 424","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Pattaya Sports Club

Hi Pattaya Sports Club team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/pattaya-sports-club/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"pattaya-tennis-badminton-inter-club","Pattaya Tennis & Badminton Inter Club","racquet","Soi Toongklom-Talman 25, Pattaya City","https://pattaya-gym.com/gyms/pattaya-tennis-badminton-inter-club/","https://liga.tennis/venue/pattaya-badminton-tennis-inter-club","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Pattaya Tennis & Badminton Inter Club

Hi Pattaya Tennis & Badminton Inter Club team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/pattaya-tennis-badminton-inter-club/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"pattaya-triathlon","Pattaya Triathlon (Thailand Tri-League)","clubs","Pattaya Beach + Sukhumvit Highway + Pattaya Hill","https://pattaya-gym.com/gyms/pattaya-triathlon/","https://www.pattayatriathlon.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Pattaya Triathlon (Thailand Tri-League)

Hi Pattaya Triathlon (Thailand Tri-League) team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/pattaya-triathlon/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"petchrungruang-gym","Petchrungruang Gym","muay-thai","South Pattaya / Sukhumvit","https://pattaya-gym.com/gyms/petchrungruang-gym/","https://petchrungruang.com/","+66 86 147 3166 (Mr. Piyawath)","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Petchrungruang Gym

Hi Petchrungruang Gym team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/petchrungruang-gym/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"phoenix-gold-golf","Phoenix Gold Golf & Country Club","golf","Huay Yai (south of Pattaya)","https://pattaya-gym.com/gyms/phoenix-gold-golf/","https://www.phoenixgoldgolf.com/","+66 84 873 5363","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Phoenix Gold Golf & Country Club

Hi Phoenix Gold Golf & Country Club team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/phoenix-gold-golf/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"pickleball-pattaya","Pickleball Pattaya","racquet","Pratumnak Hill / Soi 6","https://pattaya-gym.com/gyms/pickleball-pattaya/","https://pickleballpattaya.com/","+66 92 265 9516","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Pickleball Pattaya

Hi Pickleball Pattaya team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/pickleball-pattaya/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"planet-football-pattaya","Planet Football Pattaya (FC Planet)","kids-youth","Pattaya","https://pattaya-gym.com/gyms/planet-football-pattaya/","https://www.pattayafootball.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Planet Football Pattaya (FC Planet)

Hi Planet Football Pattaya (FC Planet) team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/planet-football-pattaya/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"play-padel-pattaya","Play Padel Pattaya","racquet","Pratumnak / Kasetsin Soi 3","https://pattaya-gym.com/gyms/play-padel-pattaya/","https://www.playpadelpattaya.com/","+66 80 621 0000","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Play Padel Pattaya

Hi Play Padel Pattaya team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/play-padel-pattaya/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"rage-fight-academy","Rage Fight Academy","muay-thai","Thappraya Road / South Pattaya (5 min from Dongtan & Jomtien beaches)","https://pattaya-gym.com/gyms/rage-fight-academy/","https://ragefightacademy.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Rage Fight Academy

Hi Rage Fight Academy team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/rage-fight-academy/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"rajadamnern-stadium","Rajadamnern Stadium (Bangkok day-trip)","muay-thai","Bangkok — Ratchadamnoen Nok Avenue (1.5–2 hr from Pattaya)","https://pattaya-gym.com/gyms/rajadamnern-stadium/","https://rajadamnern.com/","+66 2 281 4205","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Rajadamnern Stadium (Bangkok day-trip)

Hi Rajadamnern Stadium (Bangkok day-trip) team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/rajadamnern-stadium/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"ramayana-water-park","Ramayana Water Park Pattaya","swimming","Na Jomtien / Sattahip — 20 km south of Pattaya","https://pattaya-gym.com/gyms/ramayana-water-park/","https://www.ramayanawaterpark.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Ramayana Water Park Pattaya

Hi Ramayana Water Park Pattaya team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/ramayana-water-park/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
